,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W2
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 19:54:26
,     Stop Time: ~1/8/2006 20:54:26


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq7_H, Dq7_S, Dq8_H, Dq8_S, Dq9_H, Dq9_S, Dq10_S, Dq10_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,


 20:33:57
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4900.00,32.00,1523.00,4303.00,33.00,0.00,0.00,0.00,0.00,

 20:34:28
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,121.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,14.00,4901.00,32.00,1523.00,4424.00,33.00,0.00,0.00,0.00,0.00,

 20:34:58
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,4901.00,32.00,1523.00,4446.00,33.00,0.00,0.00,0.00,0.00,

 20:35:28
Interval Count,0.00,0.00,0.00,132.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5033.00,32.00,1523.00,4481.00,33.00,0.00,0.00,0.00,0.00,

 20:35:57
Interval Count,0.00,0.00,0.00,130.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5163.00,32.00,1523.00,4505.00,33.00,0.00,0.00,0.00,0.00,

 20:36:28
Interval Count,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4505.00,33.00,0.00,0.00,0.00,0.00,

 20:36:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4573.00,33.00,0.00,0.00,0.00,0.00,

 20:37:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4573.00,33.00,0.00,0.00,0.00,0.00,

 20:37:58
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,39.00,2270.00,15.00,5213.00,32.00,1523.00,4664.00,33.00,0.00,0.00,0.00,0.00,

 20:38:28
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,106.00,0.00,0.00,0.00,0.00,0.00,
