,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG2W4
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 10/29/2017 14:42:58
,     Stop Time: ~10/29/2017 15:42:58


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, , , , , Vi11_S, Vi11_H, Vi12_S, Vi12_H, Di9_S, Di9_H, Di10_S, Di10_H,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:23:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:23:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2123.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:24:00
Interval Count,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2125.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:24:30
Interval Count,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2133.00,42.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:25:00
Interval Count,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2133.00,43.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:25:30
Interval Count,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2134.00,43.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:26:00
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2134.00,43.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:26:30
Interval Count,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2134.00,47.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:27:00
Interval Count,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2137.00,47.00,3005.00,96.00,4176.00,40.00,3587.00,15.00,

 15:27:30
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,
Total Counts,0.00,0.00,0.00,0.00,2137.00,47.00,3005.00,96.00,4183.00,40.00,3587.00,15.00,

 15:28:00
Interval Count,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
