,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/8/2006 21:36:02
,     Stop Time: ~1/8/2006 22:36:02


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:07:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:07:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:08:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:08:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:09:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,113.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:09:34
Interval Count,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,2929.00,8.00,2145.00,3405.00,41.00,0.00,0.00,0.00,0.00,

 22:10:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,2929.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:10:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,2929.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:11:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,2929.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:11:34
Interval Count,0.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,2992.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:12:04
Interval Count,0.00,0.00,0.00,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3131.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:12:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3131.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:13:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3131.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:13:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3131.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:14:04
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3131.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:14:34
Interval Count,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3170.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:15:04
Interval Count,0.00,0.00,0.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1.00,2760.00,114.00,3263.00,8.00,2145.00,3486.00,41.00,0.00,0.00,0.00,0.00,

 22:15:34
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
