,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG3W1
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/4/2018 10:27:39
,     Stop Time: ~1/4/2018 11:27:39


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Di11_S, Di11_H, Di12_S, Di12_H, Vi13_S, Vi13_H, Vi14_H, Vi14_S, Ri11_H, Ri11_S, Ri12_H, Ri12_S,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,1126.00,45.00,2073.00,66.00,0.00,0.00,21.00,2853.00,40.00,4660.00,116.00,708.00,

 10:58:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,66.00,0.00,0.00,21.00,2853.00,40.00,4661.00,116.00,708.00,

 10:58:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,1.00,0.00,1.00,0.00,
Total Counts,1126.00,45.00,2073.00,66.00,0.00,0.00,21.00,2912.00,41.00,4661.00,117.00,708.00,

 10:59:10
Interval Count,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,67.00,0.00,0.00,21.00,2912.00,41.00,4781.00,117.00,708.00,

 10:59:40
Interval Count,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,101.00,0.00,0.00,21.00,2912.00,41.00,4781.00,117.00,708.00,

 11:00:10
Interval Count,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,103.00,0.00,0.00,21.00,2912.00,41.00,4781.00,117.00,708.00,

 11:00:40
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,1126.00,45.00,2073.00,103.00,0.00,0.00,21.00,2912.00,41.00,4781.00,117.00,708.00,

 11:01:10
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
