,Activity Wheel Software from Lafayette Instrument Company.
,Version 10.2.2966.20953
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1]
,     Experiment Name: SaccharinPrefG4W3
,     Experiment Length: 1 Hour
,     Download Interval(Active Cycle): 30 Seconds
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 1/7/2006 21:07:57
,     Stop Time: ~1/7/2006 22:07:57


Interface/Port, 1-1, 1-2, 1-3, 1-4, 1-5, 1-6, 1-7, 1-8, 1-9, 1-10, 1-11, 1-12,
Counter/Animal ID, Dq11_H, Dq11_S, Dq12_H, Dq12_S, Dq13_H, Dq13_S, Dq14_S, Dq14_H, , , , ,
Cage Type,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,Rat,

Total Counts,135.00,9794.00,146.00,2457.00,45.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:45:29
Interval Count,0.00,0.00,0.00,39.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2496.00,47.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:45:59
Interval Count,0.00,0.00,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2655.00,47.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:46:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2655.00,47.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:46:59
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2655.00,47.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:47:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2655.00,47.00,2568.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:47:59
Interval Count,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2655.00,47.00,2661.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:48:29
Interval Count,0.00,0.00,0.00,4.00,0.00,199.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2659.00,47.00,2860.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:48:59
Interval Count,0.00,0.00,0.00,181.00,0.00,193.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2840.00,47.00,3053.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:49:29
Interval Count,0.00,0.00,0.00,22.00,0.00,175.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2862.00,47.00,3228.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:49:59
Interval Count,0.00,0.00,0.00,9.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2871.00,47.00,3262.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:50:29
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Counts,135.00,9794.00,146.00,2871.00,47.00,3262.00,4782.00,38.00,0.00,0.00,0.00,0.00,

 21:50:59
Interval Count,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
